"id","Location","Status","Measure","length","LineLength","MeanLength"
13,"Cloates","No Take",1,20.99,22.8212548204869,28.1475583911638
13,"Cloates","No Take",2,21.35,23.2070176812256,28.1475583911638
13,"Cloates","No Take",3,42.3,45.8201799294393,28.1475583911638
13,"Cloates","No Take",4,30.12,32.7860826378652,28.1475583911638
13,"Cloates","No Take",5,14.87,16.1032568868019,28.1475583911638
1,"Cloates","No Take",1,23.05,25.0996433195053,36.3943927261963
1,"Cloates","No Take",2,43.55,47.3128892489785,36.3943927261963
1,"Cloates","No Take",3,42.04,45.5538171533957,36.3943927261963
1,"Cloates","No Take",4,37.65,40.946651455016,36.3943927261963
2,"Cloates","No Take",1,18.28,19.9127170042621,33.4449183427913
2,"Cloates","No Take",2,27.2,29.4692909570681,33.4449183427913
2,"Cloates","No Take",3,46.39,50.4079276402524,33.4449183427913
2,"Cloates","No Take",4,39.73,43.1621047624456,33.4449183427913
3,"Cloates","No Take",1,27.29,29.7181436491286,27.5689421324751
3,"Cloates","No Take",2,27.22,29.5080507937344,27.5689421324751
3,"Cloates","No Take",3,25.82,28.0140586281818,27.5689421324751
3,"Cloates","No Take",4,22.94,24.9270434815164,27.5689421324751
3,"Cloates","No Take",5,23.69,25.6774141098144,27.5689421324751
18,"Cloates","No Take",2,34.78,37.7013455063625,44.9972167535755
18,"Cloates","No Take",3,45.5,49.3927313325044,44.9972167535755
18,"Cloates","No Take",4,51.1,55.4697647772934,44.9972167535755
18,"Cloates","No Take",5,44.79,48.5919317914061,44.9972167535755
15,"Cloates","No Take",3,34.77,37.6931144253122,47.5889739488248
15,"Cloates","No Take",4,39.96,43.395675550838,47.5889739488248
15,"Cloates","No Take",5,46.22,50.1038982651016,47.5889739488248
19,"Cloates","No Take",1,46.82,51.0057945364384,44.5628068545534
19,"Cloates","No Take",2,55.28,59.9583166827043,44.5628068545534
19,"Cloates","No Take",3,43.05,46.7083799189525,44.5628068545534
19,"Cloates","No Take",4,31.25,33.9813232820467,44.5628068545534
19,"Cloates","No Take",5,28.76,31.1602198526249,44.5628068545534
21,"Cloates","No Take",5,48.3,52.4093619939953,66.0066452719316
16,"Cloates","No Take",1,53.48,58.2623071558805,51.6043830721787
16,"Cloates","No Take",2,44.51,48.254112476708,51.6043830721787
16,"Cloates","No Take",3,52.86,57.3334770156912,51.6043830721787
16,"Cloates","No Take",4,44.53,48.315890635541,51.6043830721787
16,"Cloates","No Take",5,42.3,45.8561280770727,51.6043830721787
7,"Cloates","No Take",1,35.43,38.5898077270822,53.3260548526116
7,"Cloates","No Take",2,60.28,65.2910042133218,53.3260548526116
7,"Cloates","No Take",3,63.9,69.2671837079184,53.3260548526116
4,"Cloates","No Take",4,42.43,46.0194629714263,46.0194629714263
7,"Cloates","No Take",5,37.08,40.1562237621241,53.3260548526116
6,"Cloates","No Take",1,24.2,26.3504253716127,19.1367118908983
6,"Cloates","No Take",2,23.92,25.898301128829,19.1367118908983
6,"Cloates","No Take",3,11.39,12.3863988643985,19.1367118908983
6,"Cloates","No Take",4,11.62,12.6264363988331,19.1367118908983
6,"Cloates","No Take",5,16.97,18.4219976908181,19.1367118908983
1,"Cloates","No Take",5,21.28,23.058962454086,36.3943927261963
2,"Cloates","No Take",5,22.39,24.2725513499285,33.4449183427913
18,"Cloates","No Take",1,31.06,33.8303103603111,44.9972167535755
15,"Cloates","No Take",1,59.71,65.0508879761239,47.5889739488248
15,"Cloates","No Take",2,38.47,41.7012935267483,47.5889739488248
21,"Cloates","No Take",1,68.23,74.3234454977314,66.0066452719316
21,"Cloates","No Take",3,92.29,100.169190794997,66.0066452719316
21,"Cloates","No Take",4,34.21,37.1245828010026,66.0066452719316
14,"Cloates","No Take",1,29.03,31.6081187592333,34.0450420858697
14,"Cloates","No Take",2,40.15,43.5081067087899,34.0450420858697
14,"Cloates","No Take",3,31.08,33.8014779588698,34.0450420858697
14,"Cloates","No Take",4,18.39,19.9968197204671,34.0450420858697
14,"Cloates","No Take",5,38.14,41.3106872819882,34.0450420858697
9,"Cloates","No Take",1,40.06,43.6253227216544,52.2570463646911
9,"Cloates","No Take",2,57.55,62.4882394486031,52.2570463646911
9,"Cloates","No Take",3,84.95,92.0344818475229,52.2570463646911
9,"Cloates","No Take",4,37.02,40.2087058593274,52.2570463646911
9,"Cloates","No Take",5,21.17,22.9284819463476,52.2570463646911
8,"Cloates","No Take",1,41.8,45.5126100497914,47.6466721997551
8,"Cloates","No Take",2,56.98,61.9174886498773,47.6466721997551
8,"Cloates","No Take",3,50.86,55.0747812208354,47.6466721997551
8,"Cloates","No Take",4,35.73,38.7807036965756,47.6466721997551
8,"Cloates","No Take",5,34.12,36.9477773816958,47.6466721997551
5,"Cloates","No Take",1,43.14,46.9668547226153,45.3512696171883
5,"Cloates","No Take",2,40.61,43.9802394822722,45.3512696171883
5,"Cloates","No Take",3,43.79,47.4925645478278,45.3512696171883
5,"Cloates","No Take",4,46.93,51.0065512873704,45.3512696171883
5,"Cloates","No Take",5,34.45,37.3101380458559,45.3512696171883
24,"Cloates","No Take",1,69.27,75.465023184243,100.306471929185
24,"Cloates","No Take",2,66.34,72.0697495574951,100.306471929185
24,"Cloates","No Take",3,138.48,150.080072071737,100.306471929185
24,"Cloates","No Take",4,105.04,114.007701007808,100.306471929185
24,"Cloates","No Take",5,82.95,89.9098138246431,100.306471929185
